"Date","Group","Ret_VW","Ret_EW","RiskPremium","SMB","HML_Std"
2008-07-01,1,0.0297418424662553,0.0669724900362319,0.019857,0.087877,0.002528
2008-07-01,2,0.0265017390621669,0.0767221863636364,0.019857,0.087877,0.002528
2008-07-01,3,0.0298834660086787,0.0959650663636364,0.019857,0.087877,0.002528
2008-07-01,4,0.0313867126180872,0.10486479,0.019857,0.087877,0.002528
2008-07-01,5,0.0495358638099797,0.10175356,0.019857,0.087877,0.002528
2008-08-01,1,-0.230747140309389,-0.245942790681004,-0.15066,-0.088312,0.030234
2008-08-01,2,-0.156868566827253,-0.237236453405018,-0.15066,-0.088312,0.030234
2008-08-01,3,-0.190991480032787,-0.234675207885305,-0.15066,-0.088312,0.030234
2008-08-01,4,-0.134313718384221,-0.213741601075269,-0.15066,-0.088312,0.030234
2008-08-01,5,-0.164808718603327,-0.197595508960573,-0.15066,-0.088312,0.030234
2008-09-01,1,-0.111022532164708,-0.0995001209929078,-0.071351,-0.030662,0.03859
2008-09-01,2,-0.0644227344464225,-0.0839491838297872,-0.071351,-0.030662,0.03859
2008-09-01,3,-0.0684920192060883,-0.0846750947517731,-0.071351,-0.030662,0.03859
2008-09-01,4,-0.0744007852952513,-0.0687799262411348,-0.071351,-0.030662,0.03859
2008-09-01,5,0.00583923956370092,-0.0539406303202847,-0.071351,-0.030662,0.03859
2008-10-01,1,-0.259995356856862,-0.262775813297872,-0.262438,0.010845,0.030937
2008-10-01,2,-0.282071946594241,-0.268484503297872,-0.262438,0.010845,0.030937
2008-10-01,3,-0.259542810505948,-0.262346465496454,-0.262438,0.010845,0.030937
2008-10-01,4,-0.285833509213281,-0.254280571601423,-0.262438,0.010845,0.030937
2008-10-01,5,-0.23886247486127,-0.246522699217082,-0.262438,0.010845,0.030937
2008-11-01,1,0.138057951828095,0.162881105598592,0.112747,0.095304,-0.016385
2008-11-01,2,0.107390161750909,0.183298479964789,0.112747,0.095304,-0.016385
2008-11-01,3,0.129343411651746,0.189887913626761,0.112747,0.095304,-0.016385
2008-11-01,4,0.153399025378955,0.218079696619718,0.112747,0.095304,-0.016385
2008-11-01,5,0.161500966930586,0.212460090985915,0.112747,0.095304,-0.016385
2008-12-01,1,0.0344581408302877,0.0891022323793104,-0.005989,0.075206,-0.039037
2008-12-01,2,0.0268447644896749,0.0909038513793103,-0.005989,0.075206,-0.039037
2008-12-01,3,-0.0149176708514185,0.0575904410689655,-0.005989,0.075206,-0.039037
2008-12-01,4,0.010626117444383,0.0607481829757785,-0.005989,0.075206,-0.039037
2008-12-01,5,0.00597556527373822,0.0314381040484429,-0.005989,0.075206,-0.039037
2009-01-01,1,0.0818792425412609,0.131226353564014,0.11069,0.040802,-0.018003
2009-01-01,2,0.162132524359481,0.155702593910035,0.11069,0.040802,-0.018003
2009-01-01,3,0.167373774487408,0.17073623183391,0.11069,0.040802,-0.018003
2009-01-01,4,0.145859280035781,0.177501301280277,0.11069,0.040802,-0.018003
2009-01-01,5,0.136765219324369,0.162992822083333,0.11069,0.040802,-0.018003
2009-02-01,1,0.0529325283362365,0.0603457973630137,0.050503,0.045555,-0.017919
2009-02-01,2,0.0428628610425989,0.0726331289726027,0.050503,0.045555,-0.017919
2009-02-01,3,0.0557218103010259,0.0859289955136986,0.050503,0.045555,-0.017919
2009-02-01,4,0.0591622107341313,0.102236192465753,0.050503,0.045555,-0.017919
2009-02-01,5,0.0772524267137918,0.118405795445205,0.050503,0.045555,-0.017919
2009-03-01,1,0.153798382323345,0.209040833788396,0.163015,0.075955,-0.051357
2009-03-01,2,0.215045990455021,0.22869209774744,0.163015,0.075955,-0.051357
2009-03-01,3,0.208861614851733,0.224933245665529,0.163015,0.075955,-0.051357
2009-03-01,4,0.17381100112336,0.226184535616438,0.163015,0.075955,-0.051357
2009-03-01,5,0.182405348534844,0.222196710890411,0.163015,0.075955,-0.051357
2009-04-01,1,0.0488324460527758,0.0511610501706484,0.045911,0.034071,0.014807
2009-04-01,2,0.0620991433581798,0.0663220011262799,0.045911,0.034071,0.014807
2009-04-01,3,0.0276003005356872,0.0645891052901024,0.045911,0.034071,0.014807
2009-04-01,4,0.059483261371448,0.071079171774744,0.045911,0.034071,0.014807
2009-04-01,5,0.0545980396406763,0.0797869364383561,0.045911,0.034071,0.014807
2009-05-01,1,0.0335491638137954,0.0583530930716724,0.051924,0.030207,0.003924
2009-05-01,2,0.0589699460073554,0.0647344517406143,0.051924,0.030207,0.003924
2009-05-01,3,0.052293958362015,0.0702502060958904,0.051924,0.030207,0.003924
2009-05-01,4,0.0813851922900278,0.0823907546575343,0.051924,0.030207,0.003924
2009-05-01,5,0.0523408013140212,0.0895108602054795,0.051924,0.030207,0.003924
2009-06-01,1,0.0987456096551286,0.0669049863822525,0.136025,-0.091757,-0.016668
2009-06-01,2,0.0935963752937821,0.0549827511604096,0.136025,-0.091757,-0.016668
2009-06-01,3,0.125659714710279,0.0589416589419795,0.136025,-0.091757,-0.016668
2009-06-01,4,0.123055702429074,0.0827262715699659,0.136025,-0.091757,-0.016668
2009-06-01,5,0.130179354969922,0.0791781240068493,0.136025,-0.091757,-0.016668
2009-07-01,1,0.123040908900848,0.126597778807947,0.164515,-0.031906,0.021235
2009-07-01,2,0.155251938352529,0.139946570993377,0.164515,-0.031906,0.021235
2009-07-01,3,0.172168208054013,0.140328534172185,0.164515,-0.031906,0.021235
2009-07-01,4,0.153190704300919,0.152938315231788,0.164515,-0.031906,0.021235
2009-07-01,5,0.236499604772169,0.175386185647841,0.164515,-0.031906,0.021235
2009-08-01,1,-0.17152293563282,-0.163047801716172,-0.219901,0.061762,-0.023972
2009-08-01,2,-0.241701222857574,-0.165382109042904,-0.219901,0.061762,-0.023972
2009-08-01,3,-0.219241775112959,-0.155369257029703,-0.219901,0.061762,-0.023972
