"Date","HML_Adj","HML_Raw","HML_Delta","WeightType","RiskPremium","SMB","HML_Std"
2008-07-01,0.0197940213437244,0.0113350539694643,0.00845896737426005,"VW",0.019857,0.087877,0.002528
2008-08-01,0.0659384217060623,0.0999831392408839,-0.0340447175348216,"VW",-0.15066,-0.088312,0.030234
2008-09-01,0.116861771728409,0.112468230768661,0.00439354095974757,"VW",-0.071351,-0.030662,0.03859
2008-10-01,0.0211328819955914,0.0199903169455238,0.00114256505006752,"VW",-0.262438,0.010845,0.030937
2008-11-01,0.023443015102491,0.0203506684969878,0.00309234660550323,"VW",0.112747,0.095304,-0.016385
2008-12-01,-0.0284825755565495,-0.0403333161475349,0.0118507405909854,"VW",-0.005989,0.075206,-0.039037
2009-01-01,0.0548859767831082,0.0575041044128102,-0.002618127629702,"VW",0.11069,0.040802,-0.018003
2009-02-01,0.0243198983775554,0.0230452416207669,0.00127465675678842,"VW",0.050503,0.045555,-0.017919
2009-03-01,0.0286069662114991,0.03178401500057,-0.00317704878907094,"VW",0.163015,0.075955,-0.051357
2009-04-01,0.00576559358790055,-0.000918711620069498,0.00668430520797005,"VW",0.045911,0.034071,0.014807
2009-05-01,0.0187916375002258,0.0174628604033258,0.00132877709689996,"VW",0.051924,0.030207,0.003924
2009-06-01,0.0314337453147932,0.0399897121717769,-0.00855596685698364,"VW",0.136025,-0.091757,-0.016668
2009-07-01,0.113458695871321,0.0952731768816361,0.0181855189896851,"VW",0.164515,-0.031906,0.021235
2009-08-01,-0.0461806000212,-0.0614976941073669,0.0153170940861669,"VW",-0.219901,0.061762,-0.023972
2009-09-01,-0.0167981620607972,-0.0188593246627778,0.00206116260198062,"VW",0.050538,-0.025297,-0.016304
2009-10-01,-0.0147765759785883,-0.0163352747401315,0.00155869876154315,"VW",0.086467,0.032472,-0.003578
2009-11-01,-0.0435809505847307,-0.0403111590316595,-0.00326979155307114,"VW",0.074081,0.08275,0.003528
2009-12-01,0.0582258570102334,0.0562068867192736,0.00201897029095983,"VW",0.030193,0.012538,0.025173
2010-01-01,-0.0311711592796873,-0.0333882489584371,0.0022170896787498,"VW",-0.090104,0.072028,-0.018919
2010-02-01,-0.0117131745144481,-0.0135302709581439,0.00181709644369588,"VW",0.024046,0.065069,-0.019492
2010-03-01,0.00880418631470624,0.00930683038762317,-0.000502644072916931,"VW",0.023421,0.021816,-0.005504
2010-04-01,-0.0441018564251785,-0.0481776472110094,0.00407579078583094,"VW",-0.07983,0.008749,-0.019223
2010-05-01,-0.0434634475859176,-0.0448650555350073,0.00140160794908973,"VW",-0.085229,0.003087,-0.002986
2010-06-01,0.0152679881732096,0.0158207095553557,-0.000552721382146154,"VW",-0.077264,-0.023975,0.003928
2010-07-01,-0.00709221749980919,-0.010339946292208,0.00324772879239878,"VW",0.114183,0.042521,-0.026853
2010-08-01,-0.152793068499036,-0.157076779422508,0.00428371092347146,"VW",0.013317,0.087314,-0.075616
2010-09-01,-0.0776487597556746,-0.0808412029565887,0.00319244320091408,"VW",0.009753,0.000901,-0.044449
2010-10-01,0.0430274704559079,0.0405996363920004,0.00242783406390749,"VW",0.119258,-0.041885,0.013824
2010-11-01,-0.103388209467089,-0.11211554257746,0.00872733311037077,"VW",-0.04994,0.056458,-0.03548
2010-12-01,0.0323477909320389,0.0319970999055627,0.000350691026476231,"VW",-0.007594,-0.007333,0.015333
2011-01-01,0.10301621605826,0.0996267195353025,0.00338949652295716,"VW",-0.017814,-0.02829,0.040893
2011-02-01,-0.0520682285470039,-0.0539160576703901,0.00184782912338623,"VW",0.044323,0.064228,-0.030126
2011-03-01,0.0547314587936936,0.0557640427660868,-0.00103258397239324,"VW",0.001873,0.010638,0.008039
2011-04-01,0.0292326964138939,0.0299555438868819,-0.000722847472988047,"VW",-0.010276,-0.02444,0.003979
2011-05-01,-0.00277608006362567,-0.00447248201918474,0.00169640195555907,"VW",-0.063684,-0.011721,0.002114
2011-06-01,-0.042038880675496,-0.0391118261736081,-0.00292705450188789,"VW",0.020831,0.02192,-0.016585
2011-07-01,-0.0752509000060241,-0.0721442806568737,-0.00310661934915045,"VW",-0.017199,0.031037,-0.044864
2011-08-01,-0.0349508446750985,-0.0371691463831826,0.00221830170808413,"VW",-0.049416,0.018516,-0.012194
2011-09-01,0.0752172313051425,0.0737440918100978,0.0014731394950447,"VW",-0.086875,-0.02658,0.036443
2011-10-01,0.0248704319999766,0.0252156837174795,-0.000345251717502909,"VW",0.045587,-0.009817,0.023869
2011-11-01,-0.0356738445237914,-0.0385008181452663,0.00282697362147487,"VW",-0.053179,0.011124,-0.014623
2011-12-01,0.125600805234993,0.123577215298955,0.00202358993603761,"VW",-0.064462,-0.100992,0.078564
2012-01-01,0.0679480124758666,0.0725697131002852,-0.00462170062441866,"VW",0.033567,-0.041265,-0.007071
2012-02-01,-0.0588328681218948,-0.0602469067349925,0.00141403861309772,"VW",0.061669,0.061753,-0.035422
2012-03-01,-0.00138526743655523,-0.00217693281948905,0.00079166538293382,"VW",-0.068374,0.000601,0.011932
2012-04-01,-0.0136103102514037,-0.00670434448364711,-0.00690596576775657,"VW",0.050655,0.017015,-0.020842
2012-05-01,-0.0596676465282666,-0.0549878842595169,-0.00467976226874976,"VW",-0.006797,0.016148,-0.02016
2012-06-01,-0.0120901715167499,-0.0023117634341626,-0.00977840808258729,"VW",-0.04762,-0.013416,0.012482
2012-07-01,0.00479397116775662,0.00488463164221598,-9.066047445936e-05,"VW",-0.055402,-0.048047,0.00821
2012-08-01,0.0151925816471209,0.00764931822750959,0.00754326341961126,"VW",-0.025539,0.076941,-0.010138
2012-09-01,-0.0404860900414906,-0.0346070464081645,-0.00587904363332611,"VW",0.018826,-0.022135,-0.020717
2012-10-01,0.019696628076191,0.0198429646230967,-0.000146336546905677,"VW",-0.009209,0.016114,0.007724
2012-11-01,0.0988938062175336,0.0954530011220457,0.00344080509548793,"VW",-0.053451,-0.06271,0.04962
2012-12-01,0.0219668077005516,0.0288640225648549,-0.00689721486430332,"VW",0.145256,0.011473,0.02095
2013-01-01,0.0170141185819587,0.0159511231218697,0.00106299546008902,"VW",0.050566,0.029933,0.015094
2013-02-01,-0.0488870158451578,-0.0542222225624956,0.00533520671733775,"VW",-0.008422,0.046091,-0.014035
2013-03-01,-0.0324988413552181,-0.0355730414774308,0.00307420012221269,"VW",-0.052586,0.026223,-0.011992
2013-04-01,-0.013039420312893,-0.0110635132665659,-0.00197590704632707,"VW",-0.024231,-0.010354,0.011127
2013-05-01,-0.0861022639475346,-0.0820156003363726,-0.00408666361116204,"VW",0.066721,0.085924,-0.02445
2013-06-01,-0.0109254889420994,-0.0150054403172381,0.00407995137513874,"VW",-0.131533,-0.031444,0.005234
2013-07-01,-0.0466299543517796,-0.0483617615240222,0.00173180717224255,"VW",0.021741,0.056317,0.002365
2013-08-01,0.0111463740583435,0.0139016277213228,-0.00275525366297936,"VW",0.046075,0.054838,0.000369
2013-09-01,-0.0335960616312017,-0.0390575956510218,0.00546153401982002,"VW",0.037128,0.012936,0.033868
2013-10-01,0.081934388589567,0.083735808085595,-0.00180141949602801,"VW",-0.019442,-0.006769,0.020912
2013-11-01,-0.0323066588035167,-0.0323251546038789,1.84958003621588e-05,"VW",0.039787,0.04946,0.005128
2013-12-01,-0.0149569435973041,-0.0105195420766624,-0.0044374015206417,"VW",-0.044658,0.004935,0.003458
2014-01-01,-0.0794256175050871,-0.0737368470169213,-0.00568877048816584,"VW",-0.030501,0.066744,0.019175
2014-02-01,0.0275805985243157,0.0241337764419009,0.00344682208241476,"VW",0.008693,0.036369,0.003771
2014-03-01,0.0799042367593099,0.0848940187715172,-0.00498978201220726,"VW",-0.019003,-0.007872,0.00388
2014-04-01,0.00901221283094344,0.0132845000612022,-0.00427228723025875,"VW",-0.008659,-0.013465,-0.001654
2014-05-01,0.00536786223255946,0.00336304503904517,0.00200481719351429,"VW",0.012042,0.018032,0.002148
2014-06-01,-0.0226675482293422,-0.0212565692433425,-0.00141097898599978,"VW",0.022425,0.033129,-0.000558
2014-07-01,0.0758506694707706,0.0787638639020768,-0.00291319443130615,"VW",0.084584,-0.000124,0.01633
2014-08-01,-0.0500747210363049,-0.0486890021150833,-0.00138571892122167,"VW",0.008793,0.062476,-0.028451
2014-09-01,-0.0393377514785231,-0.0441928164752692,0.00485506499674607,"VW",0.069261,0.105106,-0.021968
2014-10-01,0.0316504629144988,0.031593971393414,5.64915210847575e-05,"VW",0.020591,0.001645,0.013511
2014-11-01,0.10420267186742,0.108241612892426,-0.00403894102500615,"VW",0.098566,-0.039928,0.048573
2014-12-01,0.311435677478706,0.319258749200766,-0.0078230717220597,"VW",0.175011,-0.235821,0.160514
2015-01-01,-0.0875792464776393,-0.1183221056987,0.0307428592210612,"VW",-0.000999,0.053081,-0.082967
2015-02-01,-0.0899576880636194,-0.0925096596678844,0.00255197160426492,"VW",0.035981,0.040995,-0.047363
2015-03-01,-0.0805568909840445,-0.0893721555845464,0.00881526460050187,"VW",0.140377,0.110663,-0.041369
2015-04-01,0.0351405448248182,0.0429477671862188,-0.00780722236140058,"VW",0.17483,0.035604,-0.000342
2015-05-01,-0.28048414395729,-0.282019147111802,0.00153500315451216,"VW",0.060699,0.241195,-0.147871
2015-06-01,0.19531615773626,0.195822910487908,-0.000506752751648104,"VW",-0.075882,-0.048287,0.087548
2015-07-01,0.0498598625769137,0.04401431973997,0.00584554283694363,"VW",-0.146423,-0.059526,0.028091
2015-08-01,0.0842302862696517,0.0888226029277008,-0.00459231665804916,"VW",-0.147703,0.005223,0.010289
2015-09-01,0.00687201908915001,0.00538598081721472,0.00148603827193528,"VW",-0.050083,0.013907,-0.007356
2015-10-01,-0.0920309596942122,-0.0918348824759034,-0.000196077218308721,"VW",0.130972,0.108769,-0.085249
2015-11-01,-0.0526649920752343,-0.0529352237898278,0.000270231714593415,"VW",0.032864,0.115679,-0.029977
2015-12-01,0.00736441889385887,0.00388799683767518,0.00347642205618368,"VW",0.032649,0.071379,-0.030819
2016-01-01,0.117915021090867,0.111270848395667,0.00664417269520015,"VW",-0.242882,-0.06559,0.057358
2016-02-01,0.0403869139319407,0.04252872422201,-0.00214181029006934,"VW",-0.026787,-7e-04,0.015814
2016-03-01,-0.0771842096793112,-0.0680419693811612,-0.00914224029814999,"VW",0.134475,0.064168,-0.061516
2016-04-01,0.0234955743255028,0.019602590596011,0.00389298372949176,"VW",-0.021624,0.034053,0.001921
2016-05-01,0.0126657563709282,0.0122797564858995,0.000385999885028791,"VW",-0.00257,-0.030433,0.003401
2016-06-01,-0.0463126224520643,-0.0501236184592112,0.00381099600714688,"VW",0.021352,0.050193,-0.012338
2016-07-01,0.0771493251695701,0.0754407734020711,0.00170855176749901,"VW",0.014646,-0.026198,0.038034
2016-08-01,0.0173149418402076,0.0200079221546495,-0.0026929803144419,"VW",0.040394,0.022813,0.007255
2016-09-01,0.00828000378999786,0.00195276912900618,0.00632723466099168,"VW",-0.021195,0.02897,-0.001498
2016-10-01,0.00638247869987867,0.0066854004133548,-0.000302921713476127,"VW",0.027528,0.017844,0.005547
2016-11-01,0.0588446046056523,0.0568348665522732,0.00200973805337903,"VW",0.042718,-0.007053,0.024051
2016-12-01,0.0253159690627147,0.0206367824427204,0.0046791866199943,"VW",-0.048612,0.017795,0.019535
2017-01-01,0.0796168227294637,0.0754569817195421,0.00415984100992159,"VW",0.013269,-0.043772,0.036601
2017-02-01,-0.00451768880530645,-0.00905910551581412,0.00454141671050767,"VW",0.025025,0.016225,-0.000236
2017-03-01,0.00270584248240522,-0.00398347517639934,0.00668931765880457,"VW",-0.005893,-0.02128,0.015728
2017-04-01,0.014682343586326,0.0265876997201904,-0.0119053561338644,"VW",-0.021697,-0.049217,0.034233
2017-05-01,0.0565969858208205,0.0557796371558916,0.000817348664928955,"VW",-0.011073,-0.066208,0.052539
2017-06-01,-0.0259536478088865,-0.0357577825410034,0.00980413473211694,"VW",0.038463,-0.010485,-0.013642
2017-07-01,0.0795904379134013,0.0845137175028967,-0.00492327958949533,"VW",0.032976,-0.03424,0.046385
2017-08-01,-0.0104607523814886,-0.0130008902454026,0.00254013786391403,"VW",0.028265,0.003579,-0.011616
2017-09-01,-0.0354417585703268,-0.0406758610082039,0.00523410243787715,"VW",0.004843,0.002243,-0.024569
2017-10-01,-0.0307822274605392,-0.0283445066485155,-0.00243772081202366,"VW",0.014869,-0.059352,-0.01003
2017-11-01,0.0489148270646589,0.051279546168202,-0.00236471910354309,"VW",-0.023016,-0.050785,0.033737
2017-12-01,-0.0347387791466886,-0.0297867772891479,-0.00495200185754068,"VW",0.003557,-0.030284,-0.005591
2018-01-01,0.0935927638184259,0.0983272365812564,-0.00473447276283051,"VW",0.050313,-0.078602,0.072143
2018-02-01,-0.0488035724838887,-0.0510981458190591,0.00229457333517045,"VW",-0.062528,0.000824,-0.019696
2018-03-01,-0.0582242914043724,-0.0566731582093953,-0.00155113319497707,"VW",-0.020946,0.064809,-0.060282
2018-04-01,0.0112152931111215,0.0103328472152978,0.000882445895823661,"VW",-0.033943,-0.008427,0.013613
2018-05-01,-0.064306382010739,-0.0694159695329079,0.00510958752216889,"VW",-0.002066,-0.024508,-0.006803
2018-06-01,-0.00369913942703626,-0.000649222976001659,-0.0030499164510346,"VW",-0.078721,-0.035323,0.030075
2018-07-01,0.0737588748086718,0.0776144498885001,-0.00385557507982834,"VW",0.017369,-0.0157,0.029683
2018-08-01,0.0593799373876128,0.0616705364053723,-0.00229059901775949,"VW",-0.053599,-0.025361,0.024763
2018-09-01,0.037864464523445,0.0423373195290603,-0.00447285500561534,"VW",0.02942,-0.041665,0.017119
2018-10-01,0.114497433375778,0.116296061523237,-0.00179862814745878,"VW",-0.081456,-0.008407,0.053826
2018-11-01,-0.0486308644941425,-0.0462810637265044,-0.00234980076763813,"VW",0.001306,0.065215,-0.048491
2018-12-01,0.0011009085085772,-0.000526439712091348,0.00162734822066855,"VW",-0.04417,0.001811,0.006282
2019-01-01,0.0011293221992494,0.0078091372511014,-0.006679815051852,"VW",0.036757,-0.071486,0.014328
2019-02-01,-0.0602679816423388,-0.0557845575327457,-0.00448342410959317,"VW",0.144879,0.078433,-0.087294
2019-03-01,-0.0889265955977149,-0.09368410725922,0.00475751166150512,"VW",0.056444,0.058919,-0.050474
2019-04-01,0.00186398513393434,0.00653435406957459,-0.00467036893564025,"VW",-0.003953,-0.037047,0.007371
2019-05-01,-0.0141146532679002,-0.011572418794983,-0.00254223447291713,"VW",-0.061327,0.021057,0.007787
2019-06-01,-0.0256230666561036,-0.024972395962622,-0.000650670693481594,"VW",0.036086,-0.043652,-0.003961
2019-07-01,-0.0116449553970654,-0.00941482940384125,-0.00223012599322415,"VW",-0.002276,-0.025433,-0.003446
2019-08-01,-0.116060344105714,-0.113178810649031,-0.00288153345668286,"VW",-0.014815,-0.001761,-0.051703
2019-09-01,0.0197266215236861,0.0192733028702429,0.000453318653443131,"VW",0.005824,0.005405,0.004634
2019-10-01,-0.0122294241978341,-0.0121106602653331,-0.000118763932500996,"VW",0.013028,-0.021785,-0.006668
2019-11-01,0.0101025612509841,0.00925051073873942,0.000852050512244662,"VW",-0.017215,-0.011236,0.004461
2019-12-01,-0.0107271338340543,-0.00558718365803788,-0.00513995017601639,"VW",0.064303,0.017542,-0.014569
2020-01-01,-0.0612727384811562,-0.0615838095016079,0.000311071020451657,"VW",-0.015988,0.027171,-0.02109
2020-02-01,-0.0651880172423516,-0.0694784010811643,0.00429038383881265,"VW",-0.0163,0.024031,-0.023956
2020-03-01,0.0232252325562373,0.026191770608013,-0.00296653805177569,"VW",-0.055659,0.017325,0.010522
2020-04-01,-0.0880209185481148,-0.0775558151035737,-0.0104651034445411,"VW",0.044063,-0.031743,-0.030396
2020-05-01,-0.0583149470668068,-0.0527626253551047,-0.00555232171170214,"VW",-0.001281,0.02521,-0.018735
2020-06-01,-0.117495132487299,-0.119648027280373,0.00215289479307429,"VW",0.068181,0.007267,-0.049522
2020-07-01,-0.0778315742976748,-0.0720772583598075,-0.00575431593786729,"VW",0.124621,0.014625,-0.034173
2020-08-01,-0.00137117063582927,0.00152720544541712,-0.00289837608124638,"VW",0.026044,0.017228,-0.01215
2020-09-01,0.024530809500142,0.0209212875014635,0.00360952199867852,"VW",-0.053275,-0.022686,0.012814
2020-10-01,-0.0140655813001092,-0.0128733033488612,-0.00119227795124797,"VW",0.010884,-0.007086,-0.00763
2020-11-01,0.0886763077660527,0.0896597358725509,-0.000983428106498138,"VW",0.045682,-0.027907,0.046404
2020-12-01,-0.177258420911928,-0.17809755680076,0.000839135888832221,"VW",0.019096,-0.05049,-0.051885
2021-01-01,-0.0607819880183844,-0.0616440263362073,0.000862038317822937,"VW",-0.000996,-0.08229,-0.002816
2021-02-01,0.0980320943694533,0.0992395793306822,-0.00120748496122888,"VW",0.004966,0.022252,0.039535
2021-03-01,0.0955266832932317,0.0885709534934626,0.00695572979976912,"VW",-0.023841,0.050997,0.046326
2021-04-01,-0.0915582531459682,-0.0919024156072343,0.000344162461266118,"VW",0.009159,0.00306,-0.029428
2021-05-01,-0.0341210866002328,-0.0322974476857848,-0.00182363891444802,"VW",0.047826,0.02814,-0.022059
2021-06-01,-0.0277003322552538,-0.0286719521069353,0.000971619851681454,"VW",0.002256,0.0441,-0.0231
2021-07-01,0.0053442376242168,0.00199465752451377,0.00334958009970303,"VW",-0.044468,0.04685,-0.026626
2021-08-01,0.0908581740527154,0.0961143141210725,-0.0052561400683571,"VW",0.039472,0.026332,0.062356
2021-09-01,0.0446042976132786,0.0434778808087469,0.00112641680453167,"VW",0.001637,-0.030596,0.022226
2021-10-01,-0.0729854291898438,-0.0753125759594449,0.00232714676960108,"VW",-0.002467,-0.021189,-0.053134
2021-11-01,-0.0397547970690001,-0.0413981085810663,0.00164331151206615,"VW",0.014603,0.111218,-0.045755
2021-12-01,0.0731131429038437,0.0712359886295378,0.00187715427430592,"VW",0.017492,0.020004,0.036433
2022-01-01,0.10169331932852,0.101342799894102,0.000350519434418495,"VW",-0.081073,-0.011326,0.064437
2022-02-01,0.00999550904280321,0.00959932984504147,0.000396179197761741,"VW",0.026775,0.029698,0.005899
2022-03-01,0.0945756027408195,0.0895390487556079,0.00503655398521166,"VW",-0.061543,0.036397,0.080078
2022-04-01,0.0292023728456725,0.0243038540119372,0.00489851883373538,"VW",-0.072421,-0.103798,0.036158
2022-05-01,-0.0401294339630875,-0.0440726792437602,0.00394324528067265,"VW",0.047768,0.07924,-0.036941
2022-06-01,-0.104147587697718,-0.105624107906,0.00147652020828123,"VW",0.077807,-0.018537,-0.067257
2022-07-01,0.02452481869706,0.0177094371994545,0.00681538149760551,"VW",-0.032636,0.082841,-0.000982
2022-08-01,0.0496886330137155,0.0521903938246536,-0.00250176081093811,"VW",-0.015578,-0.016403,0.026429
2022-09-01,0.02661052379876,0.0296135731010821,-0.00300304930232204,"VW",-0.059959,-0.033311,0.032551
2022-10-01,0.0173085374110858,0.00868049651034427,0.00862804090074155,"VW",-0.04291,0.089395,-0.025729
2022-11-01,0.0756233425074578,0.0818096680510432,-0.00618632554358538,"VW",0.090256,-0.016546,0.036651
2022-12-01,-0.0344876160946613,-0.0373678806116729,0.00288026451701161,"VW",-0.019111,-0.026701,-0.023791
2023-01-01,-0.0286854786760471,-0.029065309788039,0.000379831111991955,"VW",0.061627,0.014075,-0.032488
2023-02-01,0.0403604801358143,0.0355968054037911,0.0047636747320232,"VW",0.003776,0.035626,0.016069
2023-03-01,0.0428707355923145,0.0308880950318714,0.0119826405604431,"VW",-0.002084,-0.016323,0.006044
2023-04-01,0.116617129474749,0.120055376715333,-0.00343824724058403,"VW",0.008041,-0.037348,0.077193
2023-05-01,0.0234207836906816,0.0206104373819965,0.00281034630868507,"VW",-0.034108,0.050626,0.01197
2023-06-01,-0.0144165708233973,-0.0179067440625956,0.00349017323919834,"VW",0.013828,0.018466,-0.015499
2023-07-01,0.0666767329106412,0.0706402758102492,-0.00396354289960806,"VW",0.037723,-0.021729,0.02561
2023-08-01,-0.00503470151352686,-0.00527005872382293,0.000235357210296071,"VW",-0.05218,0.012914,0.00238
2023-09-01,0.0457205947390366,0.0442239292748626,0.00149666546417392,"VW",-0.003699,0.0087,0.018303
2023-10-01,-0.00608285830710075,-0.00951992050555528,0.00343706219845452,"VW",-0.027992,0.03176,-0.00969
2023-11-01,-0.0102148034904246,-0.0118820087564594,0.00166720526603482,"VW",-0.000803,0.055091,-0.004785
2023-12-01,0.011702900359499,0.00909655045439897,0.00260634990510001,"VW",-0.016243,-0.005481,0.00504
2024-01-01,0.176739954117311,0.178774845816236,-0.00203489169892571,"VW",-0.070389,-0.131209,0.108439
2024-02-01,-0.0626576911566398,-0.0742377020027914,0.0115800108461516,"VW",0.079271,-0.07062,-0.043608
2024-03-01,-0.00554292487489022,-0.00714089917693632,0.0015979743020461,"VW",0.016809,0.059653,-0.001429
2024-04-01,0.0158352046932406,0.0156277498512614,0.000207454841979197,"VW",0.016789,-0.053258,0.033182
2024-05-01,0.0404086969447234,0.0444594989768251,-0.00405080203210171,"VW",-0.007698,-0.009821,0.031832
2024-06-01,0.0386808424239155,0.038364757118925,0.000316085304990554,"VW",-0.029067,-0.062087,0.045716
2024-07-01,0.0418332357156388,0.0291279255976459,0.0127053101179929,"VW",-0.000654,0.017188,0.007735
2024-08-01,0.0213158835179121,0.021159448584535,0.000156434933377091,"VW",-0.027907,-0.001017,-0.000232
2024-09-01,-0.0647591962263997,-0.0665735784148672,0.00181438218846752,"VW",0.182221,0.045402,-0.06519
2024-10-01,-0.000220354479487839,-0.0146318056935043,0.0144114512140165,"VW",-0.00986,0.116481,-0.045243
2024-11-01,0.00278451850565139,0.00257707212608232,0.000207446379569067,"VW",0.008779,0.054367,-0.001248
2024-12-01,0.0554433563799469,0.0556926381731509,-0.00024928179320402,"VW",0.006597,-0.065928,0.040897
2025-01-01,-0.00391823696319752,-0.00482979123620321,0.000911554273005686,"VW",-0.028638,0.013183,0.000862
2025-02-01,-0.0439233086564656,-0.0559808960533622,0.0120575873968965,"VW",0.021423,0.067475,-0.041722
2025-03-01,0.0222723491321601,0.0276615538178747,-0.00538920468571459,"VW",0.003802,-0.011635,0.014716
2025-04-01,0.0149146987551339,0.0201058036360229,-0.005191104880889,"VW",-0.024464,0.006325,0.022734
2025-05-01,0.0260926397171702,0.0263087388945938,-0.000216099177423601,"VW",0.027874,0.042258,0.003368
2025-06-01,0.00673849006822164,-0.000307206835723842,0.00704569690394549,"VW",0.037381,0.033809,-0.007433
2025-07-01,-0.00941035096483599,-0.0100122958122149,0.000601944847378875,"VW",0.037808,0.003373,0.002075
2025-08-01,-0.126457460682294,-0.127284361357539,0.000826900675244796,"VW",0.076523,-0.010259,-0.071706
